Область; Адміністративний район(старий); Адміністративний район(новий); Найменування ОТГ(довідково); Населений пункт; Індекс НП; Назва вулиці;;
Вінницька;Липовецький;Вінницький;Липовецька;с. Троща;22552;вул. Коцюбинського;58.833056;17.5
Вінницька;Липовецький;Вінницький;Липовецька;с. Іваньки;22554;вул. Набережна;49.10339;29.06879
Вінницька;Липовецький;Вінницький;Липовецька;с. Іваньки;22554;вул. Молодіжна;49.10339;29.06879
Вінницька;Могилів-Подільський;Могилів-Подільський;Вендичанська;с. Тропове;24030;вул. Гагаріна;48.652782;27.944309
Вінницька;Могилів-Подільський;Могилів-Подільський;Вендичанська;с. Тропове;24030;вул. Шевченка;48.652782;27.944309
Вінницька;Могилів-Подільський;Могилів-Подільський;Вендичанська;с. Тропове;24030;вул. Сонячна;48.652782;27.944309
Вінницька;Могилів-Подільський;Могилів-Подільський;Вендичанська;с. Тропове;24030;вул. Шкільна;48.652782;27.944309
Вінницька;Могилів-Подільський;Могилів-Подільський;Вендичанська;с. Тропове;24030;вул. Омельченка;48.652782;27.944309
Вінницька;Мурованокуриловецький;Могилів-Подільський;Мурованокуриловецька;смт Муровані Курилівці;23400;вул. Жовтнева;48.7128717;27.5359455
Вінницька;Мурованокуриловецький;Могилів-Подільський;Мурованокуриловецька;смт Муровані Курилівці;23400;вул. Київська;48.7130055;27.5355762
Вінницька;Мурованокуриловецький;Могилів-Подільський;Мурованокуриловецька;смт Муровані Курилівці;23400;вул. Комарова;48.7114622;27.5458719
Вінницька;Мурованокуриловецький;Могилів-Подільський;Мурованокуриловецька;смт Муровані Курилівці;23400;вул. Миру;48.7130055;27.5355762
Вінницька;Мурованокуриловецький;Могилів-Подільський;Мурованокуриловецька;смт Муровані Курилівці;23400;вул. Нова;48.717915;27.5439298
Вінницька;Мурованокуриловецький;Могилів-Подільський;Мурованокуриловецька;смт Муровані Курилівці;23400;вул. Польова;48.719501;27.5371978
Вінницька;Мурованокуриловецький;Могилів-Подільський;Мурованокуриловецька;смт Муровані Курилівці;23400;вул. Спортивна;48.7240203;27.526825
Вінницька;Мурованокуриловецький;Могилів-Подільський;Мурованокуриловецька;смт Муровані Курилівці;23400;вул. Чкалова;48.7133939;27.5500283
Вінницька;Мурованокуриловецький;Могилів-Подільський;Мурованокуриловецька;смт Муровані Курилівці;23400;вул. 8-го Березня;48.7130055;27.5355762
Вінницька;Мурованокуриловецький;Могилів-Подільський;Мурованокуриловецька;смт Муровані Курилівці;23400;вул. Ватутіна;48.7130055;27.5355762
Вінницька;Мурованокуриловецький;Могилів-Подільський;Мурованокуриловецька;смт Муровані Курилівці;23400;вул. Гагаріна;48.7267771;27.5144985
Вінницька;Мурованокуриловецький;Могилів-Подільський;Мурованокуриловецька;смт Муровані Курилівці;23400;вул. Гоголя;48.7290267;27.5186679
Вінницька;Мурованокуриловецький;Могилів-Подільський;Мурованокуриловецька;смт Муровані Курилівці;23400;вул. Довбуша;48.7130055;27.5355762
Вінницька;Мурованокуриловецький;Могилів-Подільський;Мурованокуриловецька;смт Муровані Курилівці;23400;вул. Ломоносова;48.7130055;27.5355762
Вінницька;Мурованокуриловецький;Могилів-Подільський;Мурованокуриловецька;смт Муровані Курилівці;23400;вул. Суворова;48.7278328;27.5215085
Вінницька;Мурованокуриловецький;Могилів-Подільський;Мурованокуриловецька;смт Муровані Курилівці;23400;вул. Ярова;48.7130055;27.5355762
Вінницька;Мурованокуриловецький;Могилів-Подільський;Мурованокуриловецька;смт Муровані Курилівці;23400;вул. Ветеранів війни;48.7125661;27.5258651
Вінницька;Мурованокуриловецький;Могилів-Подільський;Мурованокуриловецька;смт Муровані Курилівці;23400;вул. Горенчука;48.7132608;27.5276543
Вінницька;Мурованокуриловецький;Могилів-Подільський;Мурованокуриловецька;смт Муровані Курилівці;23400;вул. Кошового;48.7112887;27.5301495
Вінницька;Мурованокуриловецький;Могилів-Подільський;Мурованокуриловецька;смт Муровані Курилівці;23400;вул. Молодіжна;48.7136982;27.525286
Вінницька;Мурованокуриловецький;Могилів-Подільський;Мурованокуриловецька;смт Муровані Курилівці;23400;вул. Сонячна;48.7136982;27.525286
Вінницька;Мурованокуриловецький;Могилів-Подільський;Мурованокуриловецька;смт Муровані Курилівці;23400;вул. Тімірязєва;48.7143964;27.5284095
Вінницька;Мурованокуриловецький;Могилів-Подільський;Мурованокуриловецька;смт Муровані Курилівці;23400;вул. Шевченка;48.7089288;27.5360384
Вінницька;Мурованокуриловецький;Могилів-Подільський;Мурованокуриловецька;смт Муровані Курилівці;23400;вул. Зарічна;48.7130055;27.5355762
Вінницька;Мурованокуриловецький;Могилів-Подільський;Мурованокуриловецька;смт Муровані Курилівці;23400;вул. Кутузова;48.7130055;27.5355762
Вінницька;Мурованокуриловецький;Могилів-Подільський;Мурованокуриловецька;смт Муровані Курилівці;23400;вул. Руданського;48.7130055;27.5355762
Вінницька;Чернівецький;Могилів-Подільський;Чернівецька;с. Саїнка;24122;вул. Шевченка;48.550507;28.191809
Вінницька;Чернівецький;Могилів-Подільський;Чернівецька;с. Сокіл;24124;вул. Хліборобів;48.5315641;26.6444248
Вінницька;Чернівецький;Могилів-Подільський;Чернівецька;с. Володіївці;24120;вул. Зелена;48.8586;27.74151
Вінницька;Чернівецький;Могилів-Подільський;Чернівецька;с. Володіївці;24120;вул. Першотравнева;48.8586;27.74151
Вінницька;Чернівецький;Могилів-Подільський;Чернівецька;с. Володіївці;24120;вул. Миру;48.8586;27.74151
Вінницька;Чернівецький;Могилів-Подільський;Чернівецька;с. Володіївці;24120;вул. Перемоги;48.8586;27.74151
Вінницька;Чернівецький;Могилів-Подільський;Чернівецька;с. Володіївці;24120;вул. Дачна;48.8586;27.74151
Вінницька;Чернівецький;Могилів-Подільський;Чернівецька;с. Володіївці;24120;вул. 8 Березня;48.8586;27.74151
Вінницька;Чернівецький;Могилів-Подільський;Чернівецька;с. Володіївці;24120;вул. Новоселів;48.8586;27.74151
Вінницька;Чернівецький;Могилів-Подільський;Чернівецька;с. Володіївці;24120;вул. Аернофлотська;48.8586;27.74151
Вінницька;Чернівецький;Могилів-Подільський;Чернівецька;с. Володіївці;24120;вул. Братів Героїв;48.8586;27.74151
Вінницька;Чернівецький;Могилів-Подільський;Чернівецька;с. Володіївці;24120;вул. Нагірна;48.8586;27.74151
Вінницька;Могилів-Подільський;Могилів-Подільський;Могилів-Подільська;м. Могилів-Подільський;24000;вул. Шаргородська;48.4487667;27.8190034
Вінницька;Могилів-Подільський;Могилів-Подільський;Могилів-Подільська;м. Могилів-Подільський;24000;вул. Верхня Карпівська;48.453523;27.8052671
Вінницька;Могилів-Подільський;Могилів-Подільський;Могилів-Подільська;м. Могилів-Подільський;24000;вул. Зарічна;48.4579574;27.8091163
Вінницька;Могилів-Подільський;Могилів-Подільський;Могилів-Подільська;м. Могилів-Подільський;24000;вул. Карпівська;48.4554042;27.8079001
Вінницька;Могилів-Подільський;Могилів-Подільський;Могилів-Подільська;м. Могилів-Подільський;24000;вул. Садова;48.4538595;27.8095429
Вінницька;Могилів-Подільський;Могилів-Подільський;Могилів-Подільська;м. Могилів-Подільський;24004;вул. Острівська;48.4156756;27.8550909
Вінницька;;Вінницький;Вінницька;м. Вінниця;21020;пров. Грохольських;49.2446371;28.4448709
Вінницька;;Вінницький;Вінницька;м. Вінниця;21020;вул. Василя Барки;49.2458527;28.4484117
Вінницька;;Вінницький;Вінницька;м. Вінниця;21020;пров. Василя Барки;49.2425177;28.4461356
Вінницька;;Вінницький;Вінницька;м. Вінниця;21020;вул. Василя Хмелюка;49.244598;28.4475441
Вінницька;;Вінницький;Вінницька;м. Вінниця;21020;вул. Українки Лесі;49.238641;28.4527895
Вінницька;;Вінницький;Вінницька;м. Вінниця;21020;тупик Грохольських;49.2431704;28.4505398
Вінницька;;Вінницький;Вінницька;м. Вінниця;21020;вул. Леоніда Глібова;49.2458696;28.4457212
Вінницька;;Вінницький;Вінницька;м. Вінниця;21020;вул. Арабея Генерала;49.2425126;28.4416023
Вінницька;;Вінницький;Вінницька;м. Вінниця;21020;вул. Євгена Чикаленка;49.239855;28.4492522
Вінницька;;Вінницький;Вінницька;м. Вінниця;21020;пров. Паневежинський;49.2320162;28.467975
Вінницька;;Вінницький;Вінницька;м. Вінниця;21020;пров. Михайла Драгоманова;49.2381144;28.442988
Вінницька;;Вінницький;Вінницька;м. Вінниця;21020;пров. 3-й Євгена Чикаленка;49.2320162;28.467975
Вінницька;;Вінницький;Вінницька;м. Вінниця;21021;просп. Космонавтів;49.2250057;28.4205088
Вінницька;;Вінницький;Вінницька;м. Вінниця;21027;просп. Космонавтів;49.2250057;28.4205088
Вінницька;;Вінницький;Вінницька;м. Вінниця;21021;вул. 600-річчя;49.2288991;28.4253259
Вінницька;;Вінницький;Вінницька;м. Вінниця;21027;вул. 600-річчя;49.2288991;28.4253259
Вінницька;;Вінницький;Вінницька;м. Вінниця;21021;вул. Хмельницьке шосе;49.2320162;28.467975
Вінницька;;Вінницький;Вінницька;м. Вінниця;21028;вул. Хмельницьке шосе;49.2320162;28.467975
Вінницька;;Вінницький;Вінницька;м. Вінниця;21036;вул. Хмельницьке шосе;49.2320162;28.467975
Вінницька;;Вінницький;Вінницька;м. Вінниця;21029;вул. Хмельницьке шосе;49.2320162;28.467975
Вінницька;;Вінницький;Вінницька;м. Вінниця;21016;вул. Хмельницьке шосе;49.2320162;28.467975
Вінницька;;Вінницький;Вінницька;м. Вінниця;21021;вул. Василя Порика;49.2319552;28.401928
Вінницька;;Вінницький;Вінницька;м. Вінниця;21029;вул. Василя Порика;49.2319552;28.401928
Вінницька;;Вінницький;Вінницька;м. Вінниця;21030;вул. Василя Порика;49.2319552;28.401928
Вінницька;;Вінницький;Вінницька;м. Вінниця;21030;просп. Юності;49.2278669;28.4128211
Вінницька;;Вінницький;Вінницька;м. Вінниця;21021;просп. Юності;49.2278669;28.4128211
Вінницька;;Вінницький;Вінницька;м. Вінниця;21027;просп. Юності;49.2278669;28.4128211
Вінницька;;Вінницький;Вінницька;м. Вінниця;21021;вул. Політехнічна;49.2333562;28.4080111
Вінницька;;Вінницький;Вінницька;м. Вінниця;21029;вул. Політехнічна;49.2333562;28.4080111
Вінницька;;Вінницький;Вінницька;м. Вінниця;21030;вул. Політехнічна;49.2333562;28.4080111
Вінницька;;Вінницький;Вінницька;м. Вінниця;21027;вул. Келецька;49.2251457;28.4267061
Вінницька;;Вінницький;Вінницька;м. Вінниця;21021;вул. Келецька;49.2251457;28.4267061
Вінницька;;Вінницький;Вінницька;м. Вінниця;21030;вул. Келецька;49.2251457;28.4267061
Вінницька;;Вінницький;Вінницька;м. Вінниця;21037;вул. Келецька;49.2251457;28.4267061
Вінницька;;Вінницький;Вінницька;м. Вінниця;21036;вул. Келецька;49.2251457;28.4267061
Вінницька;;Вінницький;Вінницька;м. Вінниця;21029;вул. Келецька;49.2251457;28.4267061
Вінницька;Бершадський;Гайсинський;Джулинська;с. Берізки-Бершадські;24451;вул. Шевченка;48.41297;29.72626
Вінницька;Бершадський;Гайсинський;Джулинська;с. Берізки-Бершадські;24451;вул. Урожайна;48.41297;29.72626
Вінницька;Бершадський;Гайсинський;Джулинська;с. Берізки-Бершадські;24451;вул. Травнева;48.41297;29.72626
Вінницька;;Вінницький;Вінницька;м. Вінниця;21021;вул. Юності;49.2320162;28.467975
Вінницька;Бершадський;Гайсинський;Джулинська;с. Берізки-Бершадські;24451;вул. Михайлівська;48.41297;29.72626
Вінницька;Бершадський;Гайсинський;Джулинська;с. Берізки-Бершадські;24451;вул. Подільська;48.41297;29.72626
Вінницька;Бершадський;Гайсинський;Джулинська;с. Берізки-Бершадські;24451;вул. Польова;48.41297;29.72626
Вінницька;Бершадський;Гайсинський;Джулинська;с. Берізки-Бершадські;24451;вул. Молодіжна;48.41297;29.72626
Вінницька;Бершадський;Гайсинський;Джулинська;с. Берізки-Бершадські;24451;вул. Набережна;48.41297;29.72626
Вінницька;;Вінницький;Вінницька;м. Вінниця;21022;вул. Зарічна;49.2636912;28.4713421
Вінницька;;Вінницький;Вінницька;м. Вінниця;21022;вул. Павла Корнелюка;49.258318;28.4758344
Вінницька;;Вінницький;Вінницька;м. Вінниця;21022;вул. Олександра Божка;49.2532862;28.4740297
Вінницька;;Вінницький;Вінницька;м. Вінниця;21022;проїзд Павла Корнелюка;49.2591269;28.4753931
Вінницька;Бершадський;Гайсинський;Бершадська;с. Бирлівка;24414;вул. Залужанська;48.3812682;29.4743561
Вінницька;Бершадський;Гайсинський;Бершадська;с. Бирлівка;24414;вул. 1-го Травня;48.3777541;29.458151
Вінницька;Бершадський;Гайсинський;Бершадська;с. Бирлівка;24414;вул. Перемоги;48.3777541;29.458151
Вінницька;;Вінницький;Вінницька;м. Вінниця;21022;вул. Сергія Зулінського;49.2722735;28.5205477
Вінницька;Бершадський;Гайсинський;Бершадська;с. Війтівка;24412;вул. Степова;48.42533;29.54224
Вінницька;Бершадський;Гайсинський;Бершадська;с. П'ятківка;24415;вул. Леоніда Каденюка;48.318901;29.38603
Вінницька;Вінницький;Вінницький;Агрономічна;с. Агрономічне;23227;вул. Вишневий;47.85885;38.1926
Вінницька;Вінницький;Вінницький;Агрономічна;с. Ільківка;23231;пров. Миру;49.143322;28.292788
Вінницька;Бершадський;Гайсинський;Бершадська;с. Флорине;24405;вул. Польова;48.3486925;29.5387576
Вінницька;Бершадський;Гайсинський;Бершадська;с. Флорине;24405;вул. Чкалова;48.3486925;29.5387576
Вінницька;Вінницький;Вінницький;Стрижавська;с. Лаврівка;23215;вул. Богдана Хмельницького;49.3513541;28.4564309
Вінницька;Вінницький;Вінницький;Стрижавська;с. Лаврівка;23215;вул. Вишнева;49.3433316;28.4672383
Вінницька;Бершадський;Гайсинський;Бершадська;с-ще Устя;24459;вул. Залізнична (ст. Устя);48.57056;26.6415
Вінницька;Бершадський;Гайсинський;Бершадська;с-ще Устя;24459;вул. Соборна;48.3811519;29.6599446
Вінницька;Бершадський;Гайсинський;Джулинська;с. Чернятка;24430;вул. Садова;58.2211385;35.293746
Вінницька;Тульчинський;Гайсинський;Ладижинська;с. Заозерне;23664;вул. Молодіжна;45.1533015;33.2676761
Вінницька;Тростянецький;Гайсинський;Тростянецька;с. Демидівка;24343;вул. Польова;50.4197674;25.3442869
Вінницька;Тростянецький;Гайсинський;Тростянецька;с. Ілляшівка;24330;вул. Гагаріна;49.66164;27.409519
Вінницька;Тростянецький;Гайсинський;Тростянецька;с. Красногірка;24331;вул. Калинова;50.806885;27.953453
Вінницька;Тростянецький;Гайсинський;Тростянецька;с. Підлісне;24346;вул. Вишнева;48.7912818;32.2393317
Вінницька;Бершадський;Гайсинський;Джулинська;с. Джулинка;24450;вул. Промислова Хімія;48.4439535;29.7482193
Вінницька;Козятин;Хмільницький;Козятинська;м. Козятин;22102;пров. Залізничний;49.7045152;28.8351614
Вінницька;Козятин;Хмільницький;Козятинська;м. Козятин;22100;пров. Залізничний;49.7045152;28.8351614
Вінницька;Козятин;Хмільницький;Козятинська;м. Козятин;22102;вул. Залізнична;49.7067247;28.8370833
Вінницька;Козятин;Хмільницький;Козятинська;м. Козятин;22102;вул. Степана Бандери;49.7064492;28.8406108
Вінницька;Козятин;Хмільницький;Козятинська;м. Козятин;22100;вул. Степана Бандери;49.7064492;28.8406108
Вінницька;Гайсинський;Гайсинський;Гайсинська;с-ще Губник;23747;вул. Станційна;48.618198;29.329863
Вінницька;Гайсинський;Гайсинський;Гайсинська;с-ще Губник;23747;вул. Привокзальна;48.618198;29.329863
Вінницька;Козятин;Хмільницький;Козятинська;м. Козятин;22102;пров. Івана Мазепи;49.6989436;28.8207243
Вінницька;Козятин;Хмільницький;Козятинська;м. Козятин;22102;вул. Івана Мазепи;49.6989895;28.8197103
Вінницька;Козятин;Хмільницький;Козятинська;м. Козятин;22102;пров. Шкільний;49.6984961;28.8223523
Вінницька;Козятин;Хмільницький;Козятинська;м. Козятин;22102;вул. Шкільна;49.7304384;28.8512431
Вінницька;Козятин;Хмільницький;Козятинська;м. Козятин;22102;вул. Захисників України;49.6985129;28.8235178
Волинська;Рожищенський;Луцький;Доросинівська;с. Немир;45122;вул. Квітнева;50.984852;25.001755
Волинська;Рожищенський;Луцький;Доросинівська;с. Немир;45122;вул. Зелена;50.984852;25.001755
Вінницька;Чернівецький;Могилів-Подільський;Чернівецька;с. Лужок;24118;вул. Сонячна;48.5847261;28.1089854
Вінницька;Чернівецький;Могилів-Подільський;Чернівецька;с. Лужок;24118;вул. Щорса;48.576711;28.1107146
Вінницька;Чернівецький;Могилів-Подільський;Чернівецька;с. Лужок;24118;вул. 8-го Березня;49.454788;23.381123
Вінницька;Тростянецький;Гайсинський;Тростянецька;с-ще Ладижинське;24328;вул. Солов'їна;48.631557;29.238115
Вінницька;Тростянецький;Гайсинський;Тростянецька;с-ще Ладижинське;24328;вул. Л.Українки;48.631557;29.238115
Вінницька;Тростянецький;Гайсинський;Тростянецька;с-ще Ладижинське;24328;вул. Довженка;48.631557;29.238115
Вінницька;Козятинський;Хмільницький;Глуховецька;с-ще Глухівці;22136;вул. Лісова;49.7768136;28.7164599
Вінницька;Чечельницький;Гайсинський;Чечельницька;с. Тартак;24805;вул. Шевченка;54.76547;25.89443
Вінницька;Чечельницький;Гайсинський;Чечельницька;с. Дохно;24811;вул. Привокзальна;48.289619;29.259041
Вінницька;Чечельницький;Гайсинський;Чечельницька;с. Дохно;24811;вул. Лісова;48.289619;29.259041
Вінницька;Чечельницький;Гайсинський;Чечельницька;с. Дохно;24811;вул. Нова;48.289619;29.259041
Вінницька;Барський;Жмеринський;Барська;с. Васютинці;23016;вул. Зарічна;49.14047;27.7779
Вінницька;Барський;Жмеринський;Барська;с. Васютинці;23016;вул. Кільцева;49.14047;27.7779
Вінницька;Барський;Жмеринський;Барська;с. Васютинці;23016;вул. Шкільна;49.14047;27.7779
Вінницька;Барський;Жмеринський;Барська;с. Васютинці;23016;пров. Громадський;49.14047;27.7779
Вінницька;Барський;Жмеринський;Барська;с. Васютинці;23016;вул. Миру;49.14047;27.7779
Вінницька;Барський;Жмеринський;Барська;с. Васютинці;23016;вул. Залізнична;49.1336387;27.7798989
Вінницька;Барський;Жмеринський;Барська;с. Васютинці;23016;вул. Лісова;49.14047;27.7779
Вінницька;Барський;Жмеринський;Барська;с. Васютинці;23016;вул. Громадська;49.14047;27.7779
Вінницька;Барський;Жмеринський;Барська;с. Васютинці;23016;вул. Вишнева;49.1410902;27.7750878
Вінницька;Вінницький;Вінницький;Вороновицька;смт Вороновиця;23253;вул. Цукрозаводська;49.1111324;28.7114002
Вінницька;Вінницький;Вінницький;Вороновицька;смт Вороновиця;23253;вул. Воїнів Інтернаціоналістів;49.1117881;28.6889425
Вінницька;Вінницький;Вінницький;Вороновицька;смт Вороновиця;23253;вул. Приозерна;49.1117881;28.6889425
Вінницька;Вінницький;Вінницький;Вороновицька;смт Вороновиця;23252;вул. Молодіжна;49.1089088;28.6972492
Вінницька;Вінницький;Вінницький;Вороновицька;смт Вороновиця;23253;вул. Молодіжна;49.1089088;28.6972492
Вінницька;Вінницький;Вінницький;Вороновицька;смт Вороновиця;23253;вул. Шкільна;49.1117881;28.6889425
Вінницька;Вінницький;Вінницький;Вороновицька;смт Вороновиця;23253;вул. Івана Франка;49.1117881;28.6889425
Вінницька;Вінницький;Вінницький;Вороновицька;смт Вороновиця;23253;вул. Бакайська;49.1073322;28.7220021
Вінницька;Вінницький;Вінницький;Вороновицька;смт Вороновиця;23253;вул. Загородня;49.1063097;28.7096661
Вінницька;Вінницький;Вінницький;Вороновицька;смт Вороновиця;23252;вул. Київська;49.109831;28.7110519
Вінницька;Вінницький;Вінницький;Вороновицька;смт Вороновиця;23253;вул. Київська;49.109831;28.7110519
Волинська;Горохівський;Луцький;Берестечківська;с. Антонівка;45769;вул. Центральна;50.3129253;29.3332411
Волинська;Ківерцівський;Луцький;Підгайцівська;с. Вишнів;45271;вул. Вишнева;51.197605;24.029932
Волинська;Ківерцівський;Луцький;Підгайцівська;с. Вишнів;45271;вул. Центральна;51.197605;24.029932
Волинська;Ківерцівський;Луцький;Підгайцівська;с. Вишнів;45271;вул. Тиха;51.197605;24.029932
Волинська;Ківерцівський;Луцький;Підгайцівська;с. Вишнів;45271;вул. Лесі Українки;50.7887679;25.5053859
Волинська;Ківерцівський;Луцький;Підгайцівська;с. Вишнів;45271;вул. Першотравнева;51.197605;24.029932
Волинська;Ківерцівський;Луцький;Підгайцівська;с. Вишнів;45271;вул. Київська;51.197605;24.029932
Волинська;Ківерцівський;Луцький;Підгайцівська;с. Борохів;45245;вул. Волі;50.7832925;25.4741179
Черкаська;Маньківський;Уманський;Маньківська;смт Маньківка;20101;пров. Промисловий;48.948515;30.3213404
Черкаська;Маньківський;Уманський;Маньківська;с. Дзензелівка;20141;вул. Друга Молодіжна;48.9620933;30.2516506
Черкаська;Маньківський;Уманський;Маньківська;с. Дзензелівка;20141;пров. Молодіжний;48.9625612;30.2402392
Черкаська;Маньківський;Уманський;Маньківська;с. Дзензелівка;20141;пров. Перший Дружби;48.9620933;30.2516506
Черкаська;Маньківський;Уманський;Маньківська;с. Дзензелівка;20141;пров. Другий Дружби;48.9531877;30.2483305
Черкаська;Жашківський;Уманський;Жашківська;с. Скибин;19210;вул. Шевченка;50.5838083;30.8317309
Черкаська;Жашківський;Уманський;Жашківська;с. Скибин;19210;вул. Комарова;50.5805633;30.8318677
Черкаська;Жашківський;Уманський;Жашківська;с. Скибин;19210;вул. Яблунева;50.5805633;30.8318677
Черкаська;Жашківський;Уманський;Жашківська;с. Скибин;19210;пров. Шкільний;50.5776382;30.8269542
Вінницька;Могилів-Подільський;Могилів-Подільський;Вендичанська;с. Садова;24067;вул. Старицького;48.5361469;27.9083749
Вінницька;Могилів-Подільський;Могилів-Подільський;Вендичанська;с. Конева;24042;вул. Грушевського;48.8277509;142.7771327
Вінницька;Могилів-Подільський;Могилів-Подільський;Вендичанська;с. Конева;24042;вул. Олени Пчілки;48.8277509;142.7771327
Вінницька;Могилів-Подільський;Могилів-Подільський;Вендичанська;с. Конева;24042;вул. Лесі Украінки;48.8277509;142.7771327
Вінницька;Могилів-Подільський;Могилів-Подільський;Вендичанська;с. Конева;24042;вул. Івана Богуна;48.8277509;142.7771327
Вінницька;Могилів-Подільський;Могилів-Подільський;Вендичанська;с. Конева;24042;вул. Нагірна;48.8277509;142.7771327
Вінницька;Могилів-Подільський;Могилів-Подільський;Вендичанська;с. Конева;24042;вул. Олексіївська;48.8277509;142.7771327
Вінницька;Могилів-Подільський;Могилів-Подільський;Вендичанська;с. Конева;24042;вул. Івана Франка;48.8277509;142.7771327
Черкаська;Христинівський;Уманський;Христинівська;с. Велика Севастянівка;20045;вул. Івана Мазепи;48.8924135;29.7668135
Черкаська;Христинівський;Уманський;Христинівська;с. Велика Севастянівка;20045;вул. Котляревського;48.8758751;29.7871513
Вінницька;Могилів-Подільський;Могилів-Подільський;Вендичанська;с. Конева;24042;вул. Вінницька;48.8277509;142.7771327
Вінницька;Могилів-Подільський;Могилів-Подільський;Вендичанська;с. Сліди;24035;вул. Річкова;48.586155;27.939947
Вінницька;Могилів-Подільський;Могилів-Подільський;Вендичанська;с. Кричанівка;24034;вул. Фаландів;48.588737;27.852503
Вінницька;Могилів-Подільський;Могилів-Подільський;Вендичанська;с. Кричанівка;24034;вул. Річна;48.588737;27.852503
Вінницька;Могилів-Подільський;Могилів-Подільський;Вендичанська;с. Тропове;24030;вул. Бузкова;48.652782;27.944309
Вінницька;Могилів-Подільський;Могилів-Подільський;Вендичанська;с. Тропове;24030;вул. Солов'іна;48.652782;27.944309
Вінницька;Могилів-Подільський;Могилів-Подільський;Вендичанська;с. Тропове;24030;вул. Озерна;48.652782;27.944309
Вінницька;Могилів-Подільський;Могилів-Подільський;Вендичанська;с. Тропове;24030;вул. Лісова;48.652782;27.944309
Вінницька;Могилів-Подільський;Могилів-Подільський;Вендичанська;с. Тропове;24030;вул. Квіткова;48.652782;27.944309
Вінницька;Могилів-Подільський;Могилів-Подільський;Вендичанська;с. Тропове;24030;вул. Лугова;48.652782;27.944309
Вінницька;Могилів-Подільський;Могилів-Подільський;Вендичанська;с. Тропове;24030;вул. Джерельна;48.652782;27.944309
Вінницька;Могилів-Подільський;Могилів-Подільський;Яришівська;с. Жеребилівка;24010;вул. Набережна;50.62225;27.29141
Вінницька;Могилів-Подільський;Могилів-Подільський;Яришівська;с. Жеребилівка;24010;вул. Жовтнева;50.62225;27.29141
Вінницька;Могилів-Подільський;Могилів-Подільський;Яришівська;с. Жеребилівка;24010;вул. Левадна;50.62225;27.29141
Вінницька;Могилів-Подільський;Могилів-Подільський;Яришівська;с. Жеребилівка;24010;вул. Садова;50.62225;27.29141
Вінницька;Могилів-Подільський;Могилів-Подільський;Яришівська;с. Жеребилівка;24010;вул. Лісова;50.62225;27.29141
Вінницька;Могилів-Подільський;Могилів-Подільський;Яришівська;с. Жеребилівка;24010;вул. Квітнева;50.62225;27.29141
Вінницька;Могилів-Подільський;Могилів-Подільський;Яришівська;с. Жеребилівка;24010;вул. Партизанська;50.62225;27.29141
Вінницька;Могилів-Подільський;Могилів-Подільський;Яришівська;с. Жеребилівка;24010;вул. Зарічна;50.62225;27.29141
Вінницька;Могилів-Подільський;Могилів-Подільський;Яришівська;с. Жеребилівка;24010;вул. Джерельна;50.62225;27.29141
Вінницька;Могилів-Подільський;Могилів-Подільський;Яришівська;с. Іракліївка;24018;вул. Миру;48.625141;27.63817
Вінницька;Могилів-Подільський;Могилів-Подільський;Яришівська;с. Іракліївка;24018;вул. Шкільна;48.625141;27.63817
Вінницька;Могилів-Подільський;Могилів-Подільський;Яришівська;с. Іракліївка;24018;вул. Партизанська;48.625141;27.63817
Вінницька;Могилів-Подільський;Могилів-Подільський;Вендичанська;с. Нижчий Ольчедаїв;24013;вул. Долінського;48.628922;27.67284
Вінницька;Могилів-Подільський;Могилів-Подільський;Вендичанська;с. Нижчий Ольчедаїв;24013;вул. вул Набережна;48.628922;27.67284
Вінницька;Могилів-Подільський;Могилів-Подільський;Вендичанська;с. Нижчий Ольчедаїв;24013;вул. вул Космонавтів;48.628922;27.67284
Вінницька;Могилів-Подільський;Могилів-Подільський;Вендичанська;с. Нижчий Ольчедаїв;24013;вул. Містиська;48.628922;27.67284
Вінницька;Могилів-Подільський;Могилів-Подільський;Вендичанська;с. Ломазів;24017;вул. Соборна;48.637161;27.683491
Вінницька;Могилів-Подільський;Могилів-Подільський;Вендичанська;с. Ломазів;24017;пров. Соборний;48.637161;27.683491
Вінницька;Могилів-Подільський;Могилів-Подільський;Вендичанська;с. Ломазів;24017;вул. Польова;48.637161;27.683491
Вінницька;Могилів-Подільський;Могилів-Подільський;Вендичанська;с. Ломазів;24017;вул. Жовтнева;48.637161;27.683491
Вінницька;Могилів-Подільський;Могилів-Подільський;Вендичанська;с. Ломазів;24017;пров. Жовтневий;48.637161;27.683491
Вінницька;Тростянецький;Гайсинський;Ободівська;с. Торканівка;24361;вул. Садова;48.3219235;29.1496874
Вінницька;Тростянецький;Гайсинський;Ободівська;с. Торканівка;24361;вул. Затишна;48.3219235;29.1496874
Вінницька;Тростянецький;Гайсинський;Ободівська;с. Торканівка;24361;вул. Квітнева;48.3219235;29.1496874
Вінницька;Тростянецький;Гайсинський;Ободівська;с. Торканівка;24361;вул. Кармелюка;48.3219235;29.1496874
Вінницька;Барський;Жмеринський;Барська;с. Іванівці;23013;вул. Некрасова;48.472019;22.647631
Вінницька;Барський;Жмеринський;Барська;с. Іванівці;23013;вул. Урочище;48.472019;22.647631
Вінницька;Барський;Жмеринський;Копайгородська;смт Копайгород;23053;вул. Шевченка;48.8562866;27.7994352
