Область; Адміністративний район(старий); Адміністративний район(новий); Найменування ОТГ(довідково); Населений пункт; Індекс НП; Назва вулиці;;
Вінницька;Барський;Жмеринський;Копайгородська;смт Копайгород;23053;вул. 8-го Березня;48.85654;27.7985
Вінницька;Барський;Жмеринський;Копайгородська;смт Копайгород;23053;вул. Богдана Хмельницького;48.85654;27.7985
Вінницька;Барський;Жмеринський;Копайгородська;смт Копайгород;23053;вул. Паркова;48.85654;27.7985
Вінницька;Барський;Жмеринський;Копайгородська;смт Копайгород;23053;вул. Травнева;48.85654;27.7985
Вінницька;Барський;Жмеринський;Копайгородська;смт Копайгород;23053;вул. Івана Франка;48.85654;27.7985
Вінницька;Барський;Жмеринський;Копайгородська;смт Копайгород;23053;вул. Нова;48.8571111;27.7925282
Вінницька;Барський;Жмеринський;Копайгородська;смт Копайгород;23053;вул. 1-го Січня;48.85654;27.7985
Вінницька;Барський;Жмеринський;Копайгородська;с. Українське;23071;пров. Подільський;48.153069;34.0844
Черкаська;Уманський;Уманський;Ладижинська;с. Колодисте;20384;пров. Шкільний;48.493766;30.1099093
Харківська;;Харківський;Харківська;м. Харків;61020;майдан Базарний;49.9563553;36.1671041
Черкаська;Канівський;Черкаський;Степанецька;с. Степанці;19031;пров. Тичини;49.70841;31.2917358
Черкаська;Канівський;Черкаський;Степанецька;с. Степанці;19031;пров. Христюка;49.70841;31.2917358
Черкаська;Канівський;Черкаський;Степанецька;с. Степанці;19031;пров. Нечуя-Левицького;49.7026546;31.2813025
Черкаська;Канівський;Черкаський;Степанецька;с. Степанці;19031;вул. Лісна;49.6909202;31.3165686
Черкаська;Канівський;Черкаський;Степанецька;с. Степанці;19031;пров. Власихіна;49.70841;31.2917358
Черкаська;Канівський;Черкаський;Степанецька;с. Степанці;19031;пров. Гаркавого;49.70841;31.2917358
Черкаська;Канівський;Черкаський;Степанецька;с. Степанці;19031;пров. Головатого;49.70841;31.2917358
Черкаська;Канівський;Черкаський;Степанецька;с. Степанці;19031;пров. Головашова;49.70841;31.2917358
Черкаська;Канівський;Черкаський;Степанецька;с. Степанці;19031;пров. Лимаря;49.6974629;31.2852371
Черкаська;Канівський;Черкаський;Степанецька;с. Степанці;19031;пров. Праведнікова;49.6956645;31.2859812
Черкаська;Канівський;Черкаський;Степанецька;с. Степанці;19031;пров. Родіна;49.70841;31.2917358
Черкаська;Канівський;Черкаський;Степанецька;с. Степанці;19031;пров. Бєлого;49.70841;31.2917358
Черкаська;Канівський;Черкаський;Степанецька;с. Степанці;19031;вул. Плисюка;49.7273519;31.2608912
Черкаська;Канівський;Черкаський;Степанецька;с. Степанці;19031;пров. Володимира Івасюка;49.70841;31.2917358
Черкаська;Канівський;Черкаський;Степанецька;с. Степанці;19031;пров. Гоголя;49.70841;31.2917358
